player_id,name_common,year_id,age,pos,team_id,tmRtg,franch_id,G,Min,MP%,MPG,P/36,TS%,A/36,R/36,SB/36,TO/36,Raptor O,Raptor D,Raptor+/-,Raptor WAR,PIE%,AWS%,USG%,AST%,TOV%,ORB%,DRB%,TRB%,STL%,BLK%,ORtg,%Pos,DRtg,2P%,3P%,FT%,3PAr,FTAr
wagnemo01,Moritz Wagner,2020,22,C,WAS,-3.9,WAS,37,707,22.9,19.1,17.4,66.6,2.4,9.5,1.9,2.7,-1.2,1.9,0.7,1.3,10,9.8,18.8,10.1,17.2,7.6,22.8,14.9,1.5,2.1,118.7,18.9,113.8,67.1,34.3,81.7,29.4,36
mcraejo01,Jordan McRae,2020,28,SG,WAS,-3.9,WAS,29,654,21.2,22.6,19.8,52.3,4.4,5.6,1.8,2,0.2,-2.2,-1.9,0.3,9.9,9,24.9,18.8,9.7,2.7,15.2,8.7,1.4,2,106.2,24.4,116.1,44.1,37.7,77.1,33.4,26.2
paytoga02,Gary Payton II,2020,27,PG,WAS,-3.9,WAS,29,432,14,14.9,9.2,47.3,3.9,6.5,3.2,1.6,-2.8,-0.4,-3.2,-0.1,6.5,7.9,13.4,14.7,14.3,6.3,14.3,10.2,3.6,1.4,103.2,14.5,111.7,50,28.3,50,39.7,6.9
pasecan01,Anžejs Pase??iks,2020,24,C,WAS,-3.9,WAS,24,405,13.1,16.9,12.4,55.5,1.5,8.6,1.7,1.9,-2.6,0,-2.6,0,5.6,5.8,15.6,5.7,14.5,10.2,16.9,13.4,0.9,2.6,110,16.2,116.1,53.8,0,59.3,1.9,50.9
napiesh01,Shabazz Napier,2020,28,PG,WAS,-3.9,WAS,15,378,12.2,25.2,16.7,58.7,6.1,3.3,2.6,3.2,0.5,-0.2,0.3,0.6,9.8,10.3,20.7,24.2,18.6,2.2,8.5,5.2,3.2,0.5,110.8,21.7,114.6,47.8,38.1,83,48.5,40.8
schofad01,Admiral Schofield,2020,22,SF,WAS,-3.9,WAS,27,293,9.5,10.9,9.9,51.4,1.7,4.1,1.3,0.8,-2,-3.1,-5.2,-0.4,3.3,3.2,12.5,6.2,8,2.2,10.9,6.4,1.3,0.9,105.1,12,117.9,57.1,29.8,69.2,62.7,17.3
robinje01,Jerome Robinson,2020,22,SG,WAS,-3.9,WAS,13,272,8.8,20.9,10.2,46.8,2.4,5.9,1.9,1,-3.4,0.1,-3.3,-0.1,5.8,4.9,14.1,9.2,8.7,1.6,17.6,9.3,1.5,1.9,98.4,13.8,115.1,39.5,32.4,90,46.3,12.5
mathega01,Garrison Mathews,2020,23,SG,WAS,-3.9,WAS,18,227,7.4,12.6,15.1,69.1,1.5,3.7,1.4,1.2,2.1,2.5,4.6,0.9,6.5,8.3,14.5,5.8,10.1,2.8,9.1,5.8,1.6,0.4,132.5,13.9,117.8,50,41.3,91.2,82.1,60.7
milescj01,C.J. Miles,2020,32,SG,WAS,-3.9,WAS,10,161,5.2,16.1,13.9,47.2,2.6,2.6,3,0.9,0.1,1.3,1.4,0.3,5.2,6.8,18.6,9.9,5.6,2.6,5.7,4.1,2.9,2.2,103.2,18,114.8,33.3,31.4,75,59.3,33.9
willijo04,Johnathan Williams,2020,24,C,WAS,-3.9,WAS,11,135,4.4,12.3,9.1,64.3,1.6,11.2,1.8,1,-2.3,-6.5,-8.9,-0.4,9.6,11,9.6,5.9,12.8,11.7,23.7,17.5,0.3,3.9,132.3,10.8,115.2,69.6,0,60,8,20
chiozch01,Chris Chiozza,2020,24,PG,WAS,-3.9,WAS,10,123,4,12.3,7.7,39.7,8,4.3,3.4,2.6,-2.4,6,3.6,0.4,7,6.6,14.5,28.9,20.9,0,13.9,6.7,3.8,1.4,91.3,16.3,111.3,16.7,43.8,NA,47.1,0
robinju01,Justin Robinson,2020,22,PG,WAS,-3.9,WAS,9,49,1.6,5.4,9.3,54.2,5,3.6,0.7,2.1,-3.3,0,-3.3,0,6.3,5.6,12.7,18.6,20,2.2,9.3,5.6,0,1.8,105.3,13.8,120.8,28.6,60,NA,41.7,0
